icao24,callsign,origin_country,time_position,last_contact,longitude,latitude,baro_altitude,on_ground,velocity,heading,timestamp_ingest
e48daf,AZU4751,Brazil,1750889509,1750889510,-43.3023,-22.8659,731.52,false,78.9,70.97,2025-06-25T22:12:16.908343+00:00Z
e48dc1,TAM3160,Brazil,1750889517,1750889517,-50.9634,-29.3538,5128.26,false,193.66,214.83,2025-06-25T22:12:16.908387+00:00Z
e48db1,GLO1042,Brazil,1750889518,1750889518,-46.1161,-23.6368,6012.18,false,194.47,84.08,2025-06-25T22:12:16.908424+00:00Z
ad43ad,PSJRJ,United States,1750889518,1750889518,-46.8996,-23.4494,1310.64,false,92.1,89.04,2025-06-25T22:12:16.908465+00:00Z
e48de5,PRKRT,Brazil,1750889517,1750889517,-46.8387,-24.3894,13022.58,false,207.38,29.74,2025-06-25T22:12:16.908502+00:00Z
ac7f36,EJM904,United States,1750889518,1750889518,-58.8293,-34.7038,1059.18,false,96.03,225.0,2025-06-25T22:12:16.908613+00:00Z
e48e55,null,Brazil,1750889352,1750889369,-43.9478,-22.9126,3398.52,false,158.13,65.19,2025-06-25T22:12:16.908650+00:00Z
e48e49,AZU4436,Brazil,1750889498,1750889504,-43.2749,-22.805,22.86,false,62.38,125.26,2025-06-25T22:12:16.908688+00:00Z
e8033d,SKU623,Chile,1750889226,1750889228,-43.8545,-23.5685,9144.0,false,213.66,241.21,2025-06-25T22:12:16.908726+00:00Z
e48e05,AZU4019,Brazil,1750889380,1750889380,-46.6551,-23.6286,723.9,false,66.64,147.29,2025-06-25T22:12:16.908763+00:00Z
e49fd1,PSBDH,Brazil,1750889516,1750889517,-43.618,-23.1888,6393.18,false,207.5,248.78,2025-06-25T22:12:16.908799+00:00Z
e49fb5,AZU2724,Brazil,1750889215,1750889223,-46.5278,-23.4498,914.4,false,70.17,73.82,2025-06-25T22:12:16.908835+00:00Z
e49fb4,AZU4791,Brazil,1750889518,1750889518,-47.1331,-23.0088,1767.84,false,129.91,133.56,2025-06-25T22:12:16.908870+00:00Z
34520c,IBE0107,Spain,1750889517,1750889518,-57.7032,-33.1099,11521.44,false,234.81,201.73,2025-06-25T22:12:16.908906+00:00Z
e4894f,TAM3782,Brazil,1750889518,1750889518,-43.4592,-22.9263,1531.62,false,111.68,65.8,2025-06-25T22:12:16.909062+00:00Z
e48986,GO1931,Brazil,1750889516,1750889517,-49.9024,-27.3424,11887.2,false,253.59,27.81,2025-06-25T22:12:16.909137+00:00Z
e486c3,TAM3088,Brazil,1750889518,1750889518,-48.2592,-27.4429,2621.28,false,151.54,191.16,2025-06-25T22:12:16.909431+00:00Z
e48799,TAM3009,Brazil,1750889517,1750889517,-47.1146,-23.4379,3276.6,false,128.78,187.81,2025-06-25T22:12:16.909471+00:00Z
e4995d,PSMIB,Brazil,1750889517,1750889518,-46.5172,-23.9186,3749.04,false,124.06,301.78,2025-06-25T22:12:16.917305+00:00Z
e48618,GLO1811,Brazil,1750889485,1750889494,-46.7354,-26.387,9144.0,false,206.72,226.82,2025-06-25T22:12:16.917358+00:00Z
e497e5,GLO7692,Brazil,1750889259,1750889259,-58.3935,-34.5717,91.44,false,70.2,303.34,2025-06-25T22:12:16.917625+00:00Z
e497e6,GLO7041,Brazil,1750889215,1750889215,-43.2786,-22.8026,45.72,false,71.65,125.06,2025-06-25T22:12:16.917661+00:00Z
e49c02,TAM3316,Brazil,1750889473,1750889473,-46.0305,-22.9343,5135.88,false,185.03,31.7,2025-06-25T22:12:16.917857+00:00Z
e49b93,PSAVF,Brazil,1750889518,1750889518,-48.911,-26.7465,12192.0,false,190.63,213.22,2025-06-25T22:12:16.918480+00:00Z
e49b21,PSPAR,Brazil,1750889518,1750889518,-47.4544,-24.4634,8191.5,false,89.9,201.13,2025-06-25T22:12:16.918555+00:00Z
e082ce,FBZ5104,Argentina,1750889518,1750889518,-58.5043,-32.7085,11269.98,false,216.08,17.31,2025-06-25T22:12:16.918591+00:00Z
e4a305,PSELQ,Brazil,1750889515,1750889518,-46.939,-23.1084,1089.66,false,92.11,261.33,2025-06-25T22:12:16.918627+00:00Z
e49a04,PSLMD,Brazil,1750889517,1750889517,-50.0013,-28.7706,2743.2,false,88.81,35.81,2025-06-25T22:12:16.918664+00:00Z
e4a263,PSBRM,Brazil,1750889518,1750889518,-50.4916,-29.4417,4053.84,false,125.39,48.66,2025-06-25T22:12:16.918739+00:00Z
e4a211,AZU4825,Brazil,1750889518,1750889518,-47.0661,-22.7625,2453.64,false,101.03,341.29,2025-06-25T22:12:16.918813+00:00Z
e4a153,PSDDO,Brazil,1750889512,1750889512,-48.3704,-24.7471,8229.6,false,142.61,29.62,2025-06-25T22:12:16.918886+00:00Z
e4a12c,TAM3171,Brazil,1750889518,1750889518,-47.0873,-22.8427,6057.9,false,175.06,223.21,2025-06-25T22:12:16.918960+00:00Z
e4a130,TAM3109,Brazil,1750889246,1750889251,-46.6574,-23.629,723.9,true,0.0,329.06,2025-06-25T22:12:16.918996+00:00Z
09014e,DTA748,Angola,1750889517,1750889517,-42.8123,-22.9287,10668.0,false,293.11,84.36,2025-06-25T22:12:16.919033+00:00Z
e0814b,JES3232,Argentina,1750889518,1750889518,-58.4895,-34.5118,723.9,false,125.66,308.18,2025-06-25T22:12:16.919068+00:00Z
e49444,AZU4958,Brazil,1750889514,1750889515,-47.8943,-25.5628,8534.4,false,198.03,194.9,2025-06-25T22:12:16.919406+00:00Z
e49445,AZU4453,Brazil,1750889517,1750889517,-50.6709,-29.3863,7947.66,false,202.28,14.88,2025-06-25T22:12:16.919442+00:00Z
e49450,TAM4767,Brazil,1750889515,1750889515,-46.2764,-22.7298,4991.1,false,185.59,188.29,2025-06-25T22:12:16.919478+00:00Z
a4141f,PSBAM,United States,1750889512,1750889512,-46.884,-23.1457,1181.1,false,85.46,258.89,2025-06-25T22:12:16.919583+00:00Z
e49369,AZU4202,Brazil,1750889517,1750889517,-48.3874,-24.2283,8229.6,false,214.2,10.8,2025-06-25T22:12:16.919689+00:00Z
e48011,LAP1301,Brazil,1750889518,1750889518,-56.0887,-25.3474,7932.42,false,251.52,99.65,2025-06-25T22:12:16.919796+00:00Z
e491ae,LAN753,Brazil,1750889517,1750889517,-47.8085,-24.3167,8115.3,false,217.16,236.01,2025-06-25T22:12:16.919904+00:00Z
e49220,TAM3163,Brazil,1750889517,1750889517,-47.2267,-25.3861,11285.22,false,259.19,35.14,2025-06-25T22:12:16.921612+00:00Z
e49266,GLO2086,Brazil,1750889518,1750889518,-43.4683,-22.7379,1310.64,false,129.64,67.61,2025-06-25T22:12:16.921662+00:00Z
e490c8,LTG6559,Brazil,1750889374,1750889375,-47.176,-22.9777,807.72,false,67.91,127.3,2025-06-25T22:12:16.921780+00:00Z
e4919f,GLO1040,Brazil,1750889355,1750889355,-43.2371,-22.868,487.68,false,67.91,89.13,2025-06-25T22:12:16.921857+00:00Z
e49180,TAM3140,Brazil,1750889518,1750889518,-47.9091,-25.8328,9144.0,false,198.52,209.16,2025-06-25T22:12:16.921930+00:00Z
e49764,TAM3219,Brazil,1750889517,1750889517,-46.6336,-23.4714,1478.28,false,97.89,119.26,2025-06-25T22:12:16.922219+00:00Z
e49707,PSVIP,Brazil,1750889517,1750889517,-47.344,-23.918,5623.56,false,110.74,228.01,2025-06-25T22:12:16.922333+00:00Z
e495c6,GLO1244,Brazil,1750889517,1750889517,-46.7879,-23.8199,2529.84,false,143.13,235.4,2025-06-25T22:12:16.922440+00:00Z
e482c0,GLO1127,Brazil,1750889504,1750889514,-46.335,-24.0956,3985.26,false,119.54,311.51,2025-06-25T22:12:16.922476+00:00Z
e494f9,AZU8700,Brazil,1750889517,1750889517,-46.4741,-22.6467,5433.06,false,180.14,97.71,2025-06-25T22:12:16.922693+00:00Z
e49590,AZU2675,Brazil,1750889518,1750889518,-49.3846,-27.1756,9144.0,false,198.72,208.95,2025-06-25T22:12:16.922800+00:00Z
e49523,GLO1411,Brazil,1750889517,1750889517,-49.5922,-28.323,10759.44,false,262.27,36.47,2025-06-25T22:12:16.923329+00:00Z
e4952b,GLO1641,Brazil,1750889515,1750889516,-46.9669,-23.5599,2286.0,false,123.69,101.03,2025-06-25T22:12:16.923368+00:00Z
e4952f,GLO7685,Brazil,1750889518,1750889518,-57.1373,-33.8158,9189.72,false,216.34,58.62,2025-06-25T22:12:16.923406+00:00Z
e4956e,GLO1355,Brazil,1750889518,1750889518,-46.8211,-23.5079,1897.38,false,113.35,93.12,2025-06-25T22:12:16.923446+00:00Z
e4956f,GLO1350,Brazil,1750889483,1750889494,-45.935,-22.8697,2042.16,false,234.96,30.38,2025-06-25T22:12:16.923483+00:00Z
e480a2,TAM8138,Brazil,1750889518,1750889518,-47.253,-24.4797,9144.0,false,201.57,221.38,2025-06-25T22:12:16.923663+00:00Z
e4818b,TAM8115,Brazil,1750889416,1750889426,-46.5285,-23.45,914.4,false,73.92,73.84,2025-06-25T22:12:16.923699+00:00Z
e47fa6,TAM3885,Brazil,1750889517,1750889517,-46.6353,-24.578,6545.58,false,205.6,24.38,2025-06-25T22:12:16.923805+00:00Z
e47fa8,GLO7680,Brazil,1750889511,1750889516,-49.6298,-26.8302,11582.4,false,194.45,222.43,2025-06-25T22:12:16.923842+00:00Z
347206,IBE0106,Spain,1750889518,1750889518,-51.7172,-30.5419,10668.0,false,288.44,49.92,2025-06-25T22:12:16.923949+00:00Z
0c43ac,HI1128,Dominican Republic,1750889517,1750889518,-57.6926,-34.7413,7200.9,false,228.29,56.49,2025-06-25T22:12:16.924359+00:00Z
e07581,ARG1546,Argentina,1750889166,1750889166,-58.5279,-34.8671,4709.16,false,179.25,327.54,2025-06-25T22:06:13.925251+00:00Z
e49ef4,GLO1612,Brazil,1750889165,1750889166,-46.4792,-23.7186,2430.78,false,150.76,88.83,2025-06-25T22:06:13.925392+00:00Z
e49ed4,TAM3305,Brazil,1750888890,1750888899,-46.5279,-23.4499,914.4,false,67.56,73.64,2025-06-25T22:06:13.925431+00:00Z
e07543,ARG1792,Argentina,1750889166,1750889166,-58.3593,-34.3939,2049.78,false,149.62,355.66,2025-06-25T22:06:13.925542+00:00Z
e49f45,AZU2778,Brazil,1750889166,1750889166,-47.4839,-24.1434,8313.42,false,202.88,193.79,2025-06-25T22:06:13.925616+00:00Z
e073cf,ARG1834,Argentina,1750889166,1750889166,-58.2375,-34.6267,3284.22,false,152.26,190.51,2025-06-25T22:06:13.925654+00:00Z
3c4b32,DLH511,Germany,1750889166,1750889166,-42.9699,-23.2056,10058.4,false,290.49,47.15,2025-06-25T22:06:13.925691+00:00Z
e0b112,FBZ5243,Argentina,1750889166,1750889166,-58.748,-34.7254,1699.26,false,152.88,88.07,2025-06-25T22:06:13.925801+00:00Z
e0b148,null,Argentina,1750889162,1750889165,-45.6278,-25.4291,10972.8,false,195.38,226.17,2025-06-25T22:06:13.925840+00:00Z
e49dd2,PSJFV,Brazil,1750889158,1750889165,-48.7179,-26.484,13106.4,false,196.05,213.98,2025-06-25T22:06:13.925877+00:00Z
e48b00,GLO1924,Brazil,1750889016,1750889017,-43.2899,-22.7951,114.3,false,69.37,125.34,2025-06-25T22:06:13.926022+00:00Z
e49e2c,PSNVZ,Brazil,1750889166,1750889166,-46.1812,-23.6236,4930.14,false,98.99,69.3,2025-06-25T22:06:13.926071+00:00Z
896110,UAE247,United Arab Emirates,1750889166,1750889166,-50.1997,-29.0445,9753.6,false,215.32,236.99,2025-06-25T22:06:13.926183+00:00Z
e49d21,AZU2742,Brazil,1750889147,1750889150,-49.6246,-22.5538,11582.4,false,189.17,286.27,2025-06-25T22:06:13.926329+00:00Z
e49d24,AZU2887,Brazil,1750889085,1750889165,-46.8197,-26.4589,11582.4,false,187.77,226.55,2025-06-25T22:06:13.926365+00:00Z
e49bfe,TAM3424,Brazil,1750889142,1750889154,-47.866,-25.2931,9144.0,false,227.47,212.72,2025-06-25T22:06:13.926436+00:00Z
ac7af8,PSFSW,United States,1750889165,1750889166,-46.6763,-23.5941,914.4,false,64.24,148.09,2025-06-25T22:06:13.926508+00:00Z
e47e7e,GLO1225,Brazil,1750889163,1750889164,-46.755,-24.793,8122.92,false,209.19,31.42,2025-06-25T22:06:13.926632+00:00Z
e80616,JES3142,Chile,1750889165,1750889165,-58.0287,-31.9134,10660.38,false,198.84,9.68,2025-06-25T22:06:13.926705+00:00Z
e8061f,JAT775,Chile,1750889165,1750889165,-47.2627,-24.4327,8404.86,false,228.06,212.47,2025-06-25T22:06:13.926852+00:00Z
e48fe5,PRBBK,Brazil,1750889166,1750889166,-46.9198,-23.4708,1219.2,false,76.79,3.46,2025-06-25T22:06:13.926925+00:00Z
e48fb5,GLO1087,Brazil,1750889166,1750889166,-46.3642,-23.8388,4671.06,false,168.06,266.31,2025-06-25T22:06:13.927068+00:00Z
e8046c,TAM8195,Chile,1750889166,1750889166,-47.7555,-22.8965,7612.38,false,236.02,124.52,2025-06-25T22:06:13.927446+00:00Z
e80412,LAN771,Chile,1750889166,1750889166,-45.6295,-23.8459,9144.0,false,204.64,256.63,2025-06-25T22:06:13.927589+00:00Z
e80449,LAN425,Chile,1750889165,1750889165,-59.9479,-35.0216,8595.36,false,242.34,90.97,2025-06-25T22:06:13.927694+00:00Z
e48daf,AZU4751,Brazil,1750888889,1750888889,-43.8789,-22.6178,2956.56,false,172.46,157.18,2025-06-25T22:06:13.927731+00:00Z
e48dc1,TAM3160,Brazil,1750889166,1750889166,-50.4921,-28.8887,9319.26,false,208.04,216.76,2025-06-25T22:06:13.927766+00:00Z
e48db1,GLO1042,Brazil,1750889166,1750889166,-46.6446,-23.6438,967.74,false,85.22,144.58,2025-06-25T22:06:13.927869+00:00Z
ad43ad,PSJRJ,United States,1750889004,1750889004,-47.3781,-23.2559,1539.24,false,114.46,110.8,2025-06-25T22:06:13.927907+00:00Z
e48de5,PRKRT,Brazil,1750889134,1750889137,-47.2322,-25.0151,11254.74,false,206.04,29.96,2025-06-25T22:06:13.927943+00:00Z
ac7f36,EJM904,United States,1750889165,1750889165,-58.486,-34.5129,899.16,false,128.82,307.37,2025-06-25T22:06:13.928020+00:00Z
e48e49,AZU4436,Brazil,1750889165,1750889166,-43.5095,-22.6494,1783.08,false,131.04,128.62,2025-06-25T22:06:13.928056+00:00Z
e8033d,SKU623,Chile,1750889027,1750889034,-43.5063,-23.3909,8001.0,false,202.98,240.38,2025-06-25T22:06:13.928091+00:00Z
e48e05,AZU4019,Brazil,1750889166,1750889166,-46.7498,-23.5075,1554.48,false,105.31,104.72,2025-06-25T22:06:13.928126+00:00Z
e49fb5,AZU2724,Brazil,1750889165,1750889166,-46.5621,-23.459,1104.9,false,77.17,73.74,2025-06-25T22:06:13.928198+00:00Z
e49fb4,AZU4791,Brazil,1750889165,1750889165,-47.4357,-22.7826,2087.88,false,128.64,131.6,2025-06-25T22:06:13.928233+00:00Z
34520c,IBE0107,Spain,1750889163,1750889164,-57.3791,-32.4178,11582.4,false,233.29,201.47,2025-06-25T22:06:13.928268+00:00Z
e0b314,LVKLT,Argentina,1750889166,1750889166,-59.9637,-32.5838,5783.58,false,149.37,264.47,2025-06-25T22:06:13.928340+00:00Z
e4894f,TAM3782,Brazil,1750889155,1750889155,-43.8361,-22.7105,2506.98,false,149.15,157.06,2025-06-25T22:06:13.928376+00:00Z
e48986,GO1931,Brazil,1750889166,1750889166,-50.3168,-28.0388,11544.3,false,244.63,27.97,2025-06-25T22:06:13.929449+00:00Z
e486c3,TAM3088,Brazil,1750888972,1750889155,-48.0712,-26.5948,7040.88,false,194.01,191.16,2025-06-25T22:06:13.929807+00:00Z
e48799,TAM3009,Brazil,1750889166,1750889166,-47.1701,-22.9619,5463.54,false,171.41,172.06,2025-06-25T22:06:13.929846+00:00Z
e49907,TAM3926,Brazil,1750888925,1750888925,-45.3507,-23.5472,7620.0,false,258.31,76.88,2025-06-25T22:06:13.930000+00:00Z
e4995d,PSMIB,Brazil,1750889165,1750889166,-46.5669,-24.1826,4884.42,false,153.11,53.75,2025-06-25T22:06:13.930039+00:00Z
e48618,GLO1811,Brazil,1750889076,1750889165,-46.1241,-25.8614,9144.0,false,206.31,226.31,2025-06-25T22:06:13.930078+00:00Z
e497e5,GLO7692,Brazil,1750889166,1750889166,-58.334,-34.6051,441.96,false,80.63,304.6,2025-06-25T22:06:13.938175+00:00Z
e497e6,GLO7041,Brazil,1750889166,1750889166,-43.3065,-22.7842,220.98,false,70.81,125.54,2025-06-25T22:06:13.938305+00:00Z
e49c02,TAM3316,Brazil,1750889166,1750889166,-46.2957,-23.3313,2301.24,false,137.7,32.8,2025-06-25T22:06:13.938398+00:00Z
e49b93,PSAVF,Brazil,1750889086,1750889149,-48.4609,-26.1276,12192.0,false,190.07,212.96,2025-06-25T22:06:13.938553+00:00Z
e49b21,PSPAR,Brazil,1750889166,1750889166,-47.3458,-24.2051,6240.78,false,88.75,201.06,2025-06-25T22:06:13.938628+00:00Z
e082ce,FBZ5104,Argentina,1750889166,1750889166,-58.5619,-33.3464,9700.26,false,204.01,352.32,2025-06-25T22:06:13.940231+00:00Z
e4a305,PSELQ,Brazil,1750889151,1750889161,-46.8208,-22.9788,2072.64,false,111.33,200.28,2025-06-25T22:06:13.940279+00:00Z
e49a8d,ACN5136,Brazil,1750888893,1750888893,-46.2758,-23.1051,2743.2,false,100.37,108.53,2025-06-25T22:06:13.940359+00:00Z
e49a04,PSLMD,Brazil,1750889166,1750889166,-50.1904,-29.0007,2743.2,false,90.24,35.96,2025-06-25T22:06:13.940397+00:00Z
e4a263,PSBRM,Brazil,1750889155,1750889158,-50.7619,-29.7518,2766.06,false,115.57,34.11,2025-06-25T22:06:13.940434+00:00Z
e4a211,AZU4825,Brazil,1750889165,1750889165,-47.1133,-23.0222,967.74,false,65.92,124.19,2025-06-25T22:06:13.941581+00:00Z
e4a130,TAM3109,Brazil,1750889143,1750889143,-46.6559,-23.6291,null,true,7.46,329.06,2025-06-25T22:06:13.941784+00:00Z
09014e,null,Angola,1750889166,1750889166,-43.8135,-23.0205,10226.04,false,295.6,80.08,2025-06-25T22:06:13.941826+00:00Z
e49444,AZU4958,Brazil,1750889166,1750889166,-47.7198,-24.9642,8534.4,false,196.41,194.87,2025-06-25T22:06:13.942172+00:00Z
e49445,AZU4453,Brazil,1750889166,1750889166,-50.9724,-29.8691,3253.74,false,142.66,31.28,2025-06-25T22:06:13.942208+00:00Z
a4141f,PSBAM,United States,1750889003,1750889004,-46.5873,-22.8451,1699.26,false,143.11,171.32,2025-06-25T22:06:13.942318+00:00Z
e49369,AZU4202,Brazil,1750889165,1750889165,-48.5279,-24.897,8039.1,false,219.95,10.78,2025-06-25T22:06:13.942389+00:00Z
e48011,LAP1301,Brazil,1750889166,1750889166,-56.8846,-25.2224,5189.22,false,213.05,99.87,2025-06-25T22:06:13.942461+00:00Z
e491ae,LAN753,Brazil,1750889166,1750889166,-47.1933,-23.9551,6256.02,false,207.71,238.16,2025-06-25T22:06:13.942567+00:00Z
e49220,TAM3163,Brazil,1750889065,1750889161,-47.8968,-26.2452,11285.22,false,257.63,35.25,2025-06-25T22:06:13.942779+00:00Z
e490c8,LTG6559,Brazil,1750889166,1750889166,-47.278,-22.8832,1432.56,false,81.08,217.52,2025-06-25T22:06:13.942887+00:00Z
e4919f,GLO1040,Brazil,1750889147,1750889163,-43.415,-22.9084,1211.58,false,120.19,65.74,2025-06-25T22:06:13.942922+00:00Z
e49180,TAM3140,Brazil,1750889166,1750889166,-47.5742,-25.2839,9144.0,false,192.03,208.83,2025-06-25T22:06:13.943042+00:00Z
e49763,TAM3997,Brazil,1750889110,1750889110,-46.6588,-23.6251,null,true,3.34,286.88,2025-06-25T22:06:13.943301+00:00Z
e49764,TAM3219,Brazil,1750889166,1750889166,-47.0389,-23.2092,4975.86,false,194.46,89.85,2025-06-25T22:06:13.943338+00:00Z
e49707,PSVIP,Brazil,1750889165,1750889165,-47.1269,-23.6582,3025.14,false,96.94,215.71,2025-06-25T22:06:13.943447+00:00Z
e482c0,GLO1127,Brazil,1750889164,1750889166,-46.6258,-24.3854,5951.22,false,158.96,0.0,2025-06-25T22:06:13.943521+00:00Z
e49641,AZU2635,Brazil,1750889165,1750889165,-47.1816,-22.9736,845.82,false,70.79,127.62,2025-06-25T22:06:13.943629+00:00Z
e49698,TAM3276,Brazil,1750888269,1750888873,-49.3378,-25.5191,11574.78,false,180.41,244.68,2025-06-25T22:06:13.943665+00:00Z
e494f9,AZU8700,Brazil,1750889156,1750889166,-46.9199,-22.927,2103.12,false,146.3,43.29,2025-06-25T22:06:13.943809+00:00Z
e49590,AZU2675,Brazil,1750888638,1750889166,-48.5409,-25.7845,9144.0,false,199.82,208.61,2025-06-25T22:06:13.943881+00:00Z
e49523,GLO1411,Brazil,1750889166,1750889166,-50.1333,-28.9688,8862.06,false,243.44,36.58,2025-06-25T22:06:13.943918+00:00Z
e4952b,GLO1641,Brazil,1750889166,1750889166,-47.1271,-23.1555,4213.86,false,154.26,168.65,2025-06-25T22:06:13.944013+00:00Z
e4952f,GLO7685,Brazil,1750889166,1750889166,-57.7963,-34.1481,6370.32,false,187.83,59.01,2025-06-25T22:06:13.944060+00:00Z
e4956e,GLO1355,Brazil,1750889166,1750889166,-47.0898,-23.3244,3489.96,false,130.15,168.6,2025-06-25T22:06:13.944098+00:00Z
e4956f,GLO1350,Brazil,1750889166,1750889166,-46.2685,-23.3935,5410.2,false,184.11,28.0,2025-06-25T22:06:13.944135+00:00Z
e4954c,PRPIH,Brazil,1750889166,1750889166,-41.8736,-22.6471,2743.2,false,78.53,31.61,2025-06-25T22:06:13.944257+00:00Z
e480a2,TAM8138,Brazil,1750889166,1750889166,-46.8706,-23.9481,6736.08,false,206.08,218.62,2025-06-25T22:06:13.944366+00:00Z
e4818b,TAM8115,Brazil,1750889166,1750889166,-46.6759,-23.3623,2179.32,false,133.08,202.5,2025-06-25T22:06:13.944437+00:00Z
e48199,TAM3943,Brazil,1750888866,1750888867,-43.7242,-23.2419,7909.56,false,178.77,249.27,2025-06-25T22:06:13.944472+00:00Z
e47fa6,TAM3885,Brazil,1750889166,1750889166,-47.3671,-24.9392,8229.6,false,259.52,63.64,2025-06-25T22:06:13.944613+00:00Z
e47fa8,GLO7680,Brazil,1750888788,1750889165,-48.6948,-25.9035,11582.4,false,190.09,222.37,2025-06-25T22:06:13.944649+00:00Z
347206,IBE0106,Spain,1750889166,1750889166,-52.5187,-31.1203,10668.0,false,280.2,50.29,2025-06-25T22:06:13.944759+00:00Z
e47f21,LTG8421,Brazil,1750889037,1750889038,-58.3914,-24.3224,6210.3,false,230.64,135.54,2025-06-25T22:06:13.944828+00:00Z
e47f4f,GLO1248,Brazil,1750889032,1750889048,-50.9387,-29.3122,5052.06,false,161.54,229.0,2025-06-25T22:06:13.944900+00:00Z
0c43ac,HI1128,Dominican Republic,1750889165,1750889165,-58.416,-34.8808,1828.8,false,150.46,119.72,2025-06-25T22:06:13.944938+00:00Z
e07581,ARG1546,Argentina,1750889287,1750889287,-58.6561,-34.7023,6888.48,false,183.95,327.33,2025-06-25T22:08:14.943805+00:00Z
e49ef4,GLO1612,Brazil,1750889286,1750889286,-46.3166,-23.6483,4038.6,false,161.23,52.91,2025-06-25T22:08:14.943903+00:00Z
e07543,ARG1792,Argentina,1750889287,1750889287,-58.4612,-34.2552,3764.28,false,166.24,327.0,2025-06-25T22:08:14.944068+00:00Z
